ID_Intervention,Date,ID_Machine,Type_Panne,Duree_Arret_h,Technicien,Pieces_Changees
INT-00245,2024-08-23,PMP-001,Défaut Capteur,28.50,Céline Lefebvre,Variateur ATV320
INT-00246,2024-05-07,PMP-004,Usure Normale,27.75,Sophie Bernard,Fusible 10A
INT-00247,2024-05-01,PMP-004,Vibrations Anormales,46.50,A. PETIT,Variateur ATV320
INT-00248,2024-12-19,PMP-004,Surchauffe,24.50,Pierre Rodriguez,N/A
INT-00249,2024-02-12,MOT-002,Surchauffe,23.50,Nicolas Michel,"Contacteur LC1D09, Câble 3G2.5"
INT-00250,2024-12-10,MOT-002,Défaut Capteur,16.75,Pierre Rodriguez,"Fusible 10A, Capteur inductif M12"
INT-00251,2024-10-07,CVY-009,Vibrations Anormales,32h15,Thomas Laurent,"Filtre hydraulique HF35, Câble 3G2.5, Fusible 10A"
INT-00252,2024-11-03,MOT-008,Panne Mécanique,15.50,T.Laurent,Capteur inductif M12
INT-00253,2024-04-30,CMP-003,Panne Hydraulique,41.0.50,Martin Dupont,Graisse lithium NLGI 2
INT-00254,2024-10-25,CMP-003,Vibrations Anormales,45.50,Thomas Laurent,Huile ISO VG 68
INT-00255,2024-07-26,MOT-002,Surchauffe,34.75,Thomas Laurent,Filtre hydraulique HF35
INT-00256,2024-06-13,CVY-005,Panne Mécanique,0.25,Thomas Laurent,"Electrovanne 5/2, Câble 3G2.5"
INT-00257,2024-10-18,PMP-010,Panne Pneumatique,22.50,Martin Dupont,Electrovanne 5/2
INT-00258,12-10-2024,CMP-009,Panne Électrique,25.50,Alexandre Petit,Graisse lithium NLGI 2
INT-00259,2024-01-01,CVY-004,Fuite,27.75,Céline Lefebvre,
INT-00260,2024-06-01,CNC-008,Fuite,30.50,Julie Moreau,-
INT-00261,2024-02-27,CMP-004,Surchauffe,13.50,Nicolas Michel,"Roulement SKF 6205, Huile ISO VG 68"
INT-00262,2024-03-21,CVY-003,Panne Hydraulique,31.00,Julie Moreau,Relais temporisé
INT-00263,2024-07-26,PMP-009,Fuite,31.25,Isabelle Garcia,Vérin pneumatique ISO 6432
INT-00264,2024-11-08,CMP-003,Panne Pneumatique,20.00,T.Laurent,"Joint torique NBR 40x3, Roulement SKF 6205"
INT-00265,2024-01-16,MOT-009,Vibrations Anormales,24 heures 30 min,Celine Lefebvre,Electrovanne 5/2
INT-00266,2024-07-05,CMP-009,Surchauffe,12.75,Céline Lefebvre,Filtre hydraulique HF35
INT-00267,2024-03-27,MOT-001,surchauffe,26.00,Céline Lefebvre,"Electrovanne 5/2, Joint torique NBR 40x3"
INT-00268,2024-10-10,PMP-001,Panne Mecanique,19.00,Nicolas Michel,
INT-00269,2024-02-02,CNC-009,Vibrations Anormales,42.25,Sophie Bernard,Vérin pneumatique ISO 6432
INT-00270,2024-08-21,CVY-003,Défaut Lubrification,46.50,Sophie Bernard,"Câble 3G2.5, Relais temporisé"
INT-00271,2024-06-25,CNC-008,Surchauffe,37.50,Pierre Rodriguez,Relais temporisé
INT-00272,2024-05-28,CNC-001,Panne Pneumatique,36.00,Sophie Bernard,"Filtre hydraulique HF35, Variateur ATV320, Courroie HTD 800-8M"
INT-00273,2024-03-05,CNC-005,Défaut Lubrification,39.75,Pierre Rodriguez,Huile ISO VG 68
INT-00274,2024-11-30,CNC-007,Panne Mécanique,10.00,Thomas Laurent,"Contacteur LC1D09, Variateur ATV320"
INT-00275,2024-06-15,MOT-006,Panne Mécanique,37.50,Nicolas Michel,"Roulement SKF 6205, Capteur inductif M12"
INT-00276,2024-11-20,PMP-008,Panne Pneumatique,27.00,Julie Moreau,Contacteur LC1D09
INT-00277,2024-10-30,CVY-002,Défaut Lubrification,8.00,Julie Moreau,Vérin pneumatique ISO 6432
INT-00278,2024-08-22,CVY-005,Panne Hydraulique,18.00,julie moreau,Relais temporisé
INT-00279,2024-07-21,CMP-003,Défaut Capteur,23.50,Celine Lefebvre,Capteur inductif M12
INT-00280,2024-12-20,CVY-002,Panne Mécanique,42.00,Alexandre Petit,Disjoncteur C16
INT-00281,2024-05-15,MOT-002,Panne Pneumatique,7.75,Julie Moreau,
INT-00282,2024-09-19,CVY-003,Panne Électrique,48.75,Marie Simon,Graisse lithium NLGI 2
INT-00283,2024-06-27,CMP-008,Usure Normale,7.00,Sophie Bernard,N/A
INT-00284,2024-09-20,CVY-003,Fuite,33h00,Isabelle Garcia,Joint torique NBR 40x3
INT-00285,2024-10-04,MOT-001,Panne Mécanique,44.50,Nicolas Michel,"Capteur inductif M12, Joint torique NBR 40x3, Disjoncteur C16"
INT-00286,2024-04-30,MOT-008,Panne Pneumatique,21:15,Pierre Rodriguez,Joint torique NBR 40x3 / Câble 3G2.5 / Huile ISO VG 68
INT-00287,2024-09-29,CMP-006,Défaut Lubrification,23.00,Pierre Rodriguez,Electrovanne 5/2
INT-00288,2024-01-19,CNC-006,Panne Hydraulique,44.25,Alexandre Petit,Capteur inductif M12
INT-00289,2024-05-16,CNC-010,Panne Mécanique,26.75,Thomas Laurent,Fusible 10A
INT-00290,2024-04-18,PMP-005,Panne Hydraulique,35.75,I. Garcia,Filtre hydraulique HF35
INT-00291,2024-11-01,PMP-009,Défaut Capteur,22.25,Thomas Laurent,Joint torique NBR 40x3
INT-00292,2024-09-05,CVY-007,Panne Électrique,25.50,Pierre Rodriguez,Câble 3G2.5
INT-00293,13.08.2024,MOT-004,Défaut Lubrification,45.25,S.Bernard,"Relais temporisé, Courroie HTD 800-8M"
INT-00294,2024-05-08,MOT-010,Vibrations Anormales,21.00,Thomas Laurent,Relais temporisé
INT-00295,2024-09-23,CNC-001,Panne Mécanique,48.50,Isabelle Garcia,
INT-00296,2024-05-11,MOT-009,Défaut Lubrification,3h45,Isabelle Garcia,"Graisse lithium NLGI 2, Variateur ATV320"
INT-00297,2024-12-31,PMP-005,Panne Mécanique,26.50,Julie Moreau,"Filtre hydraulique HF35, Câble 3G2.5"
INT-00298,2024-07-06,CVY-001,Panne Pneumatique,16.25,Pierre Rodriguez,"Vérin pneumatique ISO 6432, Filtre hydraulique HF35, Contacteur LC1D09"
INT-00299,2024-02-22,PMP-006,Usure Normale,26.75,Sophie Bernard,-
INT-00300,2024-06-13,CNC-007,Surchauffe,41.00,Isabelle Garcia,Variateur ATV320
INT-00301,2024-06-07,CNC-009,PANNE HYDRAULIQUE,44.50,Nicolas Michel,
INT-00302,2024-08-26,MOT-002,Défaut Capteur,41.00,Thomas Laurent,"Electrovanne 5/2, Relais temporisé"
INT-00303,2024-12-22,CNC-004,Surchauffe,11.75,Thomas Laurent,"Contacteur LC1D09, Graisse lithium NLGI 2"
INT-00304,2024-04-11,MOT-010,Surchauffe,20.00,Pierre Rodriguez,"Fusible 10A, Câble 3G2.5"
INT-00305,2024-04-19,CMP-010,Défaut Lubrification,5.25,Pierre Rodriguez,
INT-00306,2024-01-27,CVY-004,Panne Hydraulique,43.75,Julie Moreau,Electrovanne 5/2
INT-00307,2024-04-27,MOT-003,Défaut capteur,28:30,Alexandre Petit,"Câble 3G2.5, Variateur ATV320"
INT-00308,2024-02-02,PMP-007,Panne Mécanique,42:00,Pierre Rodriguez,Câble 3G2.5
INT-00309,2024-11-18,PMP-001,Surchauffe,8.25,Céline Lefebvre,"Courroie HTD 800-8M, Filtre hydraulique HF35, Relais temporisé"
INT-00310,2024-03-06,CNC-007,Surchauffe,32.75,Julie Moreau,Filtre hydraulique HF35
INT-00311,2024-11-25,MOT-006,Panne Electrique,46:15,Thomas Laurent,"Huile ISO VG 68, Joint torique NBR 40x3"
INT-00312,2024-01-28,PMP-001,Fuite,30.50,Julie Moreau,Roulement SKF 6205
INT-00313,2024-01-14,CVY-010,Défaut Lubrification,11.75,Sophie Bernard,"Câble 3G2.5, Disjoncteur C16"
INT-00314,2024-02-16,MOT-002,panne pneumatique,25.00,Martin Dupont,Contacteur LC1D09
INT-00315,2024-11-28,CNC-006,Usure Normale,33.00,Thomas Laurent,"Electrovanne 5/2, Capteur inductif M12"
INT-00316,2024-06-16,MOT-002,Fuite,29.75,Sophie Bernard,-
INT-00317,2024-02-22,MOT-010,Vibrations Anormales,22.00,Thomas Laurent,
INT-00318,2024-06-11,CVY-001,Panne Mécanique,42.25,Isabelle Garcia,Graisse lithium NLGI 2
INT-00319,2024-07-02,PMP-004,Défaut Lubrification,42.75,Sophie Bernard,Vérin pneumatique ISO 6432
INT-00320,2024-09-06,CNC-001,PANNE HYDRAULIQUE,39.50,T.Laurent,Filtre hydraulique HF35
INT-00321,2024-10-26,MOT-002,Défaut Lubrification,33.50,Julie Moreau,Electrovanne 5/2
INT-00322,2024-11-24,CNC-008,Vibrations Anormales,13.00,Sophie Bernard,Graisse lithium NLGI 2
INT-00323,2024-01-17,CNC-008,Surchauffe,32.25,Isabelle Garcia,Courroie HTD 800-8M
INT-00324,2024-06-27,CNC-003,Panne Pneumatique,4.75,Céline Lefebvre,Variateur ATV320
INT-00325,2024-08-18,CMP-002,Panne Hydraulique,32.00,RODRIGUEZ,"Courroie HTD 800-8M, Relais temporisé"
INT-00326,2024-08-08,PMP-010,Panne Pneumatique,20.75,Martin Dupont,Contacteur LC1D09
INT-00327,2024-09-11,MOT-007,Panne Hydraulique,2.00,Pierre Rodriguez,Relais temporisé
INT-00328,2024-03-01,CMP-003,Panne Électrique,16.25,Céline Lefebvre,"Disjoncteur C16, Huile ISO VG 68"
INT-00329,2024-11-01,PMP-007,Défaut Capteur,48.25,Julie Moreau,Disjoncteur C16
INT-00330,2024-08-26,CMP-007,Panne Mécanique,36.75,Julie Moreau,
INT-00331,2024-02-26,CNC-010,Panne Mécanique,19.00,Nicolas Michel,Huile ISO VG 68
INT-00332,2024-05-24,CNC-004,Panne Mécanique,2.75,Thomas Laurent,Courroie HTD 800-8M
INT-00333,2024-10-05,PMP-010,Défaut Capteur,21.00,Sophie Bernard,"Capteur inductif M12, Filtre hydraulique HF35"
INT-00334,2024-02-24,CNC-007,Vibrations Anormales,17.25,Nicolas Michel,"Variateur ATV320, Contacteur LC1D09"
INT-00335,2024-06-17,CVY-008,Panne Hydraulique,0.50,Isabelle Garcia,
INT-00336,2024-01-27,CMP-005,Surchauffe,45.75,Pierre Rodriguez,"Fusible 10A, Relais temporisé"
INT-00337,2024-11-30,MOT-007,Défaut Capteur,3.00,Julie Moreau,Vérin pneumatique ISO 6432
INT-00338,2024-09-26,PMP-001,Fuite,1.00,Céline Lefebvre,
INT-00339,2024-02-11,PMP-008,Usure Normale,12.8,Julie Moreau,Joint torique NBR 40x3
INT-00340,2024-09-08,MOT-010,Panne Mécanique,22.00,Alexandre Petit,"Filtre hydraulique HF35, Câble 3G2.5"
INT-00341,2024-01-31,CVY-009,Panne Pneumatique,6.25,Alexandre Petit,"Joint torique NBR 40x3, Disjoncteur C16, Electrovanne 5/2"
INT-00342,2024-03-14,CVY-008,Panne Mécanique,1.50,Alexandre Petit,"Relais temporisé, Capteur inductif M12"
INT-00343,2024-12-11,PMP-006,Panne Électrique,18.50,Isabelle Garcia,
INT-00344,2024-08-17,CMP-008,Surchauffe,0.75,Céline Lefebvre,Roulement SKF 6205
INT-00345,2024-10-12,PMP-006,Panne Pneumatique,47.50,Sophie Bernard,Fusible 10A
INT-00346,2024-07-02,PMP-002,Panne Mécanique,20.25,Isabelle Garcia,Contacteur LC1D09
INT-00347,2024-04-22,MOT-006,Vibrations Anormales,10.50,S.Bernard,Variateur ATV320
INT-00348,2024-01-07,PMP-006,Usure Normale,10.25,Pierre Rodriguez,Vérin pneumatique ISO 6432
INT-00349,2024-10-31,CMP-004,Défaut Lubrification,37h45,Isabelle Garcia,
INT-00350,09-08-2024,PMP-010,Défaut Lubrification,18.75,Alexandre Petit,"Disjoncteur C16, Graisse lithium NLGI 2"
INT-00351,2024-05-01,CMP-006,Panne Hydraulique,47.00,Sophie Bernard,"Filtre hydraulique HF35, Fusible 10A"
INT-00352,2024-04-18,PMP-004,Surchauffe,3.50,Marie Simon,
INT-00353,2024-05-28,CNC-006,Vibrations Anormales,41.75,N.Michel,Graisse lithium NLGI 2
INT-00354,2024-11-06,CNC-004,Panne Électrique,15:45,Pierre Rodriguez,"Courroie HTD 800-8M, Contacteur LC1D09"
INT-00355,2024-01-24,CVY-010,Panne Hydraulique,5.25,Nicolas Michel,Graisse lithium NLGI 2
INT-00356,2024-02-14,CNC-005,Panne Pneumatique,35.25,Pierre Rodriguez,"Huile ISO VG 68, Variateur ATV320"
INT-00357,2024-08-14,CNC-006,Vibrations Anormales,8.25,Pierre Rodriguez,"Contacteur LC1D09, Variateur ATV320"
INT-00358,2024-06-11,PMP-006,Défaut capteur,18.00,julie moreau,Fusible 10A
INT-00359,2024-11-11,CMP-005,Vibrations Anormales,26:30,Isabelle Garcia,"Variateur ATV320, Contacteur LC1D09, Huile ISO VG 68"
INT-00360,2024-07-30,CNC-009,Usure Normale,32.75,Nicolas Michel,"Vérin pneumatique ISO 6432, Disjoncteur C16"
INT-00361,2024-04-26,MOT-004,Panne Électrique,42.75,Céline Lefebvre,Fusible 10A
INT-00362,2024-11-14,MOT-007,Surchauffe,14.75,M. Dupont,Contacteur LC1D09
INT-00363,2024-01-22,PMP-004,Usure Normale,35.25,Céline Lefebvre,Joint torique NBR 40x3
INT-00364,2024-09-30,CVY-005,Panne Pneumatique,3 heures 15 min,Thomas Laurent,Capteur inductif M12
INT-00365,2024-04-21,CVY-008,Usure Normale,20.25,Celine Lefebvre,Roulement SKF 6205
INT-00366,2024-12-10,CVY-006,Panne Pneumatique,6.2,Nicolas Michel,"Disjoncteur C16, Graisse lithium NLGI 2"
INT-00367,2024-09-11,CVY-004,Défaut Lubrification,20.25,Isabelle Garcia,Courroie HTD 800-8M
INT-00368,2024-11-11,CVY-009,Surchauffe,32.25,Thomas Laurent,Variateur ATV320
INT-00369,2024-01-07,PMP-003,Vibration Anormale,25.00,Thomas Laurent,Relais temporisé
INT-00370,2024-11-27,CMP-002,Défaut Capteur,35.2,Thomas Laurent,"Electrovanne 5/2, Joint torique NBR 40x3"
INT-00371,2024-11-21,PMP-006,Défaut Capteur,11 heures 0 min,Julie Moreau,N/A
INT-00372,2024-02-02,CVY-004,Défaut Capteur,25.75,Céline Lefebvre,N/A
INT-00373,2024-09-01,CNC-004,Panne Électrique,13.25,Sophie Bernard,"Filtre hydraulique HF35, Contacteur LC1D09"
INT-00374,2024-12-15,MOT-003,Panne Electrique,13.50,T.Laurent,"Capteur inductif M12, Joint torique NBR 40x3"
INT-00375,2024-01-13,CNC-004,Panne Hydraulique,0.50,Marie SIMON,Vérin pneumatique ISO 6432
INT-00376,2024-12-03,MOT-001,Défaut capteur,25.50,Thomas Laurent,"Courroie HTD 800-8M, Fusible 10A"
INT-00377,2024-03-27,CMP-007,Surchauffe,33.00,Marie Simon,"Huile ISO VG 68, Roulement SKF 6205"
INT-00378,2024-08-24,MOT-010,Fuites,9.50,Julie Moreau,Vérin pneumatique ISO 6432
INT-00379,2024-07-17,CVY-005,Panne Électrique,7h30,Julie Moreau,"Relais temporisé, Capteur inductif M12"
INT-00380,2024-08-18,CMP-009,Vibrations Anormales,21.00,Thomas Laurent,Variateur ATV320
INT-00381,2024-11-26,CVY-002,Défaut capteur,17:00,Isabelle Garcia,Relais temporisé
INT-00382,2024-09-25,CNC-009,Défaut Capteur,14.50,Isabelle Garcia,Fusible 10A
INT-00383,2024-02-12,MOT-002,Panne Mécanique,26.50,Alexandre Petit,Contacteur LC1D09
INT-00384,2024-12-07,PMP-006,Défaut Lubrification,18.25,Marie Simon,"Roulement SKF 6205, Capteur inductif M12, Variateur ATV320"
INT-00385,2024-03-31,CNC-010,Défaut Capteur,42.00,Julie Moreau,Aucune
INT-00386,2024-05-28,CNC-007,Panne Electrique,18.25,Sophie Bernard,"Roulement SKF 6205, Electrovanne 5/2"
INT-00387,2024-11-11,CMP-008,Défaut capteur,12:30,Martin Dupont,"Disjoncteur C16, Graisse lithium NLGI 2, Contacteur LC1D09"
INT-00388,2024-08-04,MOT-005,Fuite,8.25,T.Laurent,Disjoncteur C16; Huile ISO VG 68
INT-00389,2024-12-25,CNC-010,Surchauffe,15.2,Martin Dupont,"Roulement SKF 6205, Câble 3G2.5, Disjoncteur C16"
INT-00390,2024-12-22,CMP-009,Défaut capteur,13.25,Céline Lefebvre,"Filtre hydraulique HF35, Fusible 10A"
INT-00391,2024-10-26,CMP-001,Panne Electrique,27.00,Isabelle Garcia,"Câble 3G2.5, Vérin pneumatique ISO 6432, Electrovanne 5/2"
INT-00392,2024-03-17,CVY-010,Fuite,3.00,Thomas Laurent,Fusible 10A
INT-00393,2024-04-10,MOT-008,Panne Hydraulique,19.50,Alexandre Petit,"Variateur ATV320, Capteur inductif M12"
INT-00394,2024-03-26,PMP-001,Panne Hydraulique,0.00,Alexandre Petit,Joint torique NBR 40x3
INT-00395,2024-05-23,MOT-001,Panne Mécanique,33.50,Celine Lefebvre,N/A
INT-00396,2024-04-06,CVY-005,Panne Hydraulique,23.75,Marie Simon,"Electrovanne 5/2, Disjoncteur C16"
INT-00397,2024-12-14,PMP-009,Vibrations Anormales,30.0,Céline Lefebvre,Relais temporisé
INT-00398,2024-09-03,MOT-007,panne pneumatique,41.75,N.Michel,
INT-00399,2024-04-13,CVY-003,Panne Electrique,10.00,I. Garcia,"Fusible 10A, Electrovanne 5/2"
INT-00400,2024-08-06,PMP-003,Usure Normale,15.75,Thomas Laurent,Disjoncteur C16
INT-00401,2024-04-13,MOT-006,Fuite,36.00,Sophie Bernard,
INT-00402,2024-01-31,CVY-002,Panne Électrique,45.75,Céline Lefebvre,"Roulement SKF 6205, Graisse lithium NLGI 2, Courroie HTD 800-8M"
INT-00403,2024-09-01,CVY-010,Défaut Capteur,8.00,T.Laurent,Huile ISO VG 68
INT-00404,2024-05-26,CVY-004,Usure Normale,34.25,Alexandre Petit,"Contacteur LC1D09, Fusible 10A, Vérin pneumatique ISO 6432"
INT-00405,2024-03-10,CNC-009,Vibrations Anormales,3.00,Céline Lefebvre,Graisse lithium NLGI 2
INT-00406,16-05-2024,CNC-003,Surchauffe,20.25,Isabelle Garcia,Variateur ATV320
INT-00407,2024-11-27,CNC-009,Vibrations Anormales,16.50,Alexandre Petit,Contacteur LC1D09
INT-00408,2024-04-29,MOT-008,Défaut Lubrification,26.75,Céline Lefebvre,Capteur inductif M12
INT-00409,2024-11-01,CNC-003,Panne Mécanique,32.25,Julie Moreau,"Courroie HTD 800-8M, Vérin pneumatique ISO 6432"
INT-00410,2024-03-17,MOT-008,Fuite,31.25,Isabelle Garcia,"Variateur ATV320, Huile ISO VG 68, Contacteur LC1D09"
INT-00411,2024-01-18,PMP-009,Défaut Lubrification,47.50,Pierre Rodriguez,"Variateur ATV320, Contacteur LC1D09"
INT-00412,2024-09-06,PMP-001,Surchauffe,17.00,Nicolas Michel,Fusible 10A
INT-00413,2024-06-11,CVY-001,Fuite,27.25,Sophie Bernard,"Courroie HTD 800-8M, Contacteur LC1D09"
INT-00414,2024-10-15,CVY-007,Panne Électrique,12.00,Isabelle Garcia,Capteur inductif M12
INT-00415,2024-05-17,CMP-007,Défaut Lubrification,17.50,Isabelle Garcia,Contacteur LC1D09
INT-00416,2024-09-24,PMP-005,Vibrations Anormales,17.50,Pierre Rodriguez,"Huile ISO VG 68, Câble 3G2.5, Contacteur LC1D09"
INT-00417,2024-07-05,CVY-008,Défaut Lubrification,1.50,Pierre Rodriguez,-
INT-00418,15.06.2024,MOT-001,Panne Hydraulique,22.75,Thomas Laurent,"Filtre hydraulique HF35, Variateur ATV320"
INT-00419,2024-03-31,PMP-007,Défaut Capteur,2:15,Marie Simon,"Graisse lithium NLGI 2, Courroie HTD 800-8M"
INT-00420,2024-05-25,CMP-010,Panne Pneumatique,22.50,Sophie Bernard,"Courroie HTD 800-8M, Fusible 10A"
INT-00421,2024-07-21,CMP-008,Défaut Lubrification,22.25,I. Garcia,Roulement SKF 6205
INT-00422,2024-03-10,MOT-005,Usure Normale,27.00,Nicolas Michel,Joint torique NBR 40x3
INT-00423,01/07/2024,CNC-006,Panne Mécanique,31.50,Alexandre Petit,Graisse lithium NLGI 2
INT-00424,2024-03-26,CNC-006,Fuite,13:45,Nicolas Michel,Vérin pneumatique ISO 6432
INT-00425,2024-03-07,CNC-007,Panne Électrique,11.50,Céline Lefebvre,"Câble 3G2.5, Electrovanne 5/2"
INT-00426,2024-07-12,PMP-002,Défaut Lubrification,42 heures 15 min,M. Dupont,Disjoncteur C16
INT-00427,2024-02-18,PMP-006,Défaut Lubrification,7.75,Thomas Laurent,"Câble 3G2.5, Contacteur LC1D09"
INT-00428,2024-09-10,CNC-003,Usure Normale,40h30,Pierre Rodriguez,Huile ISO VG 68
INT-00429,2024-07-03,MOT-006,Surchauffe,43.00,Pierre Rodriguez,"Disjoncteur C16, Contacteur LC1D09"
INT-00430,2024-02-18,CNC-009,Défaut Capteur,31.50,Thomas Laurent,"Huile ISO VG 68, Roulement SKF 6205, Fusible 10A"
INT-00431,2024-02-04,CNC-006,Panne Mécanique,27.25,Sophie Bernard,Roulement SKF 6205
INT-00432,2024-10-07,MOT-008,PANNE HYDRAULIQUE,30.00,Isabelle Garcia,N/A
INT-00433,2024-07-23,CVY-003,Surchauffe,31.00,Julie Moreau,"Roulement SKF 6205, Relais temporisé"
INT-00434,29-02-2024,MOT-004,Défaut Lubrification,30.50,Marie Simon,"Huile ISO VG 68, Capteur inductif M12"
INT-00435,2024-03-01,CMP-005,Défaut Lubrification,27.00,Sophie Bernard,"Electrovanne 5/2, Disjoncteur C16"
INT-00436,2024-05-18,CNC-010,panne pneumatique,45.75,Alexandre Petit,Relais temporisé
INT-00437,2024-09-03,MOT-010,Panne Électrique,34.00,Marie Simon,
INT-00438,2024-08-02,CVY-007,Défaut Capteur,20.75,Céline Lefebvre,Joint torique NBR 40x3
INT-00439,2024-07-19,CNC-008,Panne Mecanique,35.00,Martin Dupont,Câble 3G2.5
INT-00440,2024-05-29,MOT-009,Panne Mécanique,47.75,RODRIGUEZ,Graisse lithium NLGI 2
INT-00441,2024-12-25,CNC-007,Défaut Lubrification,33.0.25,Sophie Bernard,"Contacteur LC1D09, Courroie HTD 800-8M"
INT-00442,2024-10-06,CNC-007,PANNE HYDRAULIQUE,8.25,Céline Lefebvre,
INT-00443,2024-10-30,MOT-007,Panne Pneumatique,38.75,Marie Simon,"Roulement SKF 6205, Relais temporisé"
INT-00444,2024-09-03,CVY-009,Défaut Capteur,35.00,Isabelle Garcia,
INT-00445,28.03.2024,CMP-002,Surchauffe,46.75,Thomas Laurent,"Huile ISO VG 68, Câble 3G2.5"
INT-00446,2024-06-20,CVY-006,Panne Hydraulique,22.50,Pierre Rodriguez,-
INT-00447,2024-11-29,CVY-002,Panne Hydraulique,32.50,T.Laurent,"Contacteur LC1D09, Roulement SKF 6205"
INT-00448,2024-06-18,MOT-010,Panne Pneumatique,35.00,Isabelle Garcia,Variateur ATV320
INT-00449,2024-03-09,PMP-003,Fuite,28.25,Julie Moreau,
INT-00450,2024-06-23,CMP-008,Panne Électrique,41.50,Pierre Rodriguez,Vérin pneumatique ISO 6432
INT-00451,2024-10-24,MOT-010,Vibrations Anormales,10.25,Nicolas Michel,Filtre hydraulique HF35
INT-00452,2024-03-02,PMP-006,Vibrations Anormales,8.50,Isabelle Garcia,"Relais temporisé, Disjoncteur C16"
INT-00453,2024-01-05,CVY-005,Panne Mecanique,24:45,RODRIGUEZ,Huile ISO VG 68
INT-00454,2024-04-07,MOT-003,Usure Normale,8.00,Isabelle Garcia,Variateur ATV320
INT-00455,2024-02-22,MOT-005,Panne Pneumatique,2.50,Julie Moreau,
INT-00456,2024-11-26,CNC-010,Fuite,9.25,Julie Moreau,Joint torique NBR 40x3
INT-00457,2024-06-04,PMP-003,Défaut Lubrification,41.00,Pierre Rodriguez,"Relais temporisé, Disjoncteur C16"
INT-00458,2024-06-03,MOT-009,Vibrations Anormales,4.75,Julie Moreau,"Electrovanne 5/2, Vérin pneumatique ISO 6432"
INT-00459,2024-12-29,CMP-008,Panne Mécanique,45.0,Isabelle Garcia,"Fusible 10A, Electrovanne 5/2"
INT-00460,2024-10-28,CVY-008,Panne Électrique,24.75,Céline Lefebvre,"Contacteur LC1D09, Courroie HTD 800-8M"
INT-00461,2024-03-31,MOT-005,Panne Mecanique,6h45,Thomas Laurent,Courroie HTD 800-8M
INT-00462,13-11-2024,CVY-009,Usure Normale,6.50,Martin Dupont,-
INT-00463,2024-09-21,MOT-004,Panne Hydraulique,48.0.00,Julie Moreau,Fusible 10A
INT-00464,2024-10-17,PMP-010,Fuite,47 heures 15 min,Nicolas Michel,Capteur inductif M12
INT-00465,2024-12-03,CNC-008,Panne Pneumatique,7.00,Céline Lefebvre,-
INT-00466,2024-04-22,CMP-003,Panne Mécanique,9.50,Céline Lefebvre,Vérin pneumatique ISO 6432 - Filtre hydraulique HF35
INT-00467,2024-05-03,CVY-008,Panne Electrique,12.00,Thomas Laurent,Courroie HTD 800-8M
INT-00468,2024-06-18,MOT-009,Panne Pneumatique,38.00,Alexandre Petit,Courroie HTD 800-8M
INT-00469,2024-09-04,CNC-008,Panne Électrique,25.00,Isabelle Garcia,Disjoncteur C16
INT-00470,2024-12-26,CNC-008,Défaut capteur,39.75,Isabelle Garcia,"Contacteur LC1D09, Huile ISO VG 68"
INT-00471,2024-05-28,CNC-010,Défaut Lubrification,22.25,Julie Moreau,"Roulement SKF 6205, Courroie HTD 800-8M, Relais temporisé"
INT-00472,2024-12-15,CNC-006,Défaut Lubrification,4.00,Pierre Rodriguez,-
INT-00473,2024-04-04,CMP-006,Panne Hydraulique,3.50,Thomas Laurent,Vérin pneumatique ISO 6432
INT-00474,2024-01-09,PMP-001,Vibrations Anormales,19.25,M. Dupont,"Vérin pneumatique ISO 6432, Filtre hydraulique HF35, Roulement SKF 6205"
INT-00475,2024-02-18,CNC-010,Panne Électrique,38.50,Thomas Laurent,"Huile ISO VG 68, Roulement SKF 6205"
INT-00476,2024-02-26,PMP-008,Défaut Lubrification,2.25,Pierre Rodriguez,Huile ISO VG 68
INT-00477,2024-04-27,PMP-009,Fuite,8.0.00,Isabelle Garcia,"Electrovanne 5/2, Relais temporisé"
INT-00478,2024-09-01,PMP-009,Panne Mécanique,8.00,Sophie Bernard,Aucune
INT-00479,2024-11-21,CVY-003,Panne Électrique,28.00,Julie Moreau,
INT-00480,2024-05-30,PMP-006,Panne Pneumatique,20.75,Pierre Rodriguez,Variateur ATV320
INT-00481,2024-02-27,CVY-002,panne pneumatique,8.25,Thomas Laurent,Relais temporisé
INT-00482,2024-03-22,PMP-002,Défaut Lubrification,12.50,Thomas Laurent,"Filtre hydraulique HF35, Electrovanne 5/2, Courroie HTD 800-8M"
INT-00483,2024-05-18,MOT-005,Défaut Capteur,43.25,Alexandre Petit,"Roulement SKF 6205, Graisse lithium NLGI 2, Huile ISO VG 68"
INT-00484,2024-03-01,CMP-005,Vibrations Anormales,44.50,Alexandre Petit,Capteur inductif M12
INT-00485,2024-08-17,MOT-003,Panne Hydraulique,3.00,Julie Moreau,Capteur inductif M12
